Academic percentage in Operating Systems,Percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,Hackathons,Coding skills rating,Public speaking points,Can work long time before system?,Self-learning capability?,Extra-courses did,Certifications,Workshops,Interested subjects,Interested career area,Job/Higher Studies?,Type of company want to settle in?,Management or Technical,Worked in teams ever?,Suggested Job Role
77.74348147,89.48873343,72.6511939,60.29029748,90.95533112,79.99977915,79.15921521,88.52685106,63.60797335,5,7.157544896,1,9.274692471,6.778179225,0,0,5,5,5,1,4,1,2,1,1,Mobile Developer
69.30102691,54.97529477,56.43211347,83.52984935,90.14765717,93.417917,69.79068959,71.16764341,90.96957937,7,4.048668857,1,3.182063248,4.310281434,0,0,0,3,1,2,2,0,3,1,0,Mobile Developer
80.4061242,78.38112048,73.21078332,91.00184718,76.78374904,77.57473348,68.10230266,63.44749048,78.15894624,9,7.575492053,5,1.504409819,8.594236735,0,0,5,4,5,2,2,1,1,0,0,Mobile Developer
66.3977139,56.37668871,70.97934277,98.31088012,67.65829174,64.1433823,96.67345983,84.51258106,84.34256323,8,6.302424985,3,7.799428169,5.280704248,1,1,5,2,1,4,3,1,1,0,0,Mobile Developer
70.50984927,99.85367034,60.13492792,90.81305752,87.46559219,90.85510526,88.19085131,86.32505375,56.26887963,5,1.16226923,3,7.166848975,1.309112472,0,0,4,1,0,2,2,0,1,1,0,Mobile Developer
95.34010565,62.81509478,68.06405486,54.8735558,79.53386427,56.20224351,75.55321363,78.37519862,89.42199748,10,8.825140555,2,4.911885751,8.58979474,0,1,2,1,2,3,3,0,0,0,1,Mobile Developer
91.48680745,54.46601055,94.08861802,54.55255955,85.62034179,94.67836581,89.36367799,96.65149237,89.51337358,7,9.218750075,5,1.585909325,8.084496313,1,0,3,4,3,1,2,0,3,0,0,Mobile Developer
80.04020566,78.66030795,62.79094222,58.79670007,82.92373142,58.70506679,71.32575614,94.95448055,64.54451645,10,7.698041181,0,7.575170571,7.64901796,1,0,2,5,3,1,3,0,2,1,1,Mobile Developer
97.41486933,72.84444956,69.42799199,57.98941881,85.54553275,82.14789804,82.57081405,95.06922334,72.37723211,4,3.413500216,0,4.891478118,1.227233132,1,0,2,4,4,2,1,0,2,1,0,Mobile Developer
85.91690975,92.1490676,76.99583476,66.82696797,92.26547127,76.7572219,71.20724666,53.94403221,70.14452121,6,5.315383243,5,4.756629401,6.873537061,0,1,4,0,0,2,1,1,1,0,0,Mobile Developer
90.38716225,55.18155792,98.70357189,63.78255589,89.2468548,83.90704792,92.34942365,56.26116055,94.35197761,9,9.186236834,0,8.55190519,7.276752736,1,0,0,0,1,0,2,1,1,0,1,Mobile Developer
87.73496925,97.62461945,76.69811515,65.96050983,91.61720564,54.21186329,93.04146323,94.51831723,69.22053058,6,3.699266757,4,4.423827305,3.149005891,1,0,1,2,5,3,1,1,3,1,1,Mobile Developer
60.17420878,93.50083552,81.4996415,52.6482137,74.63387155,71.48753216,65.92991796,93.4274772,74.90900278,4,2.655555301,1,6.615975362,6.408674936,1,1,2,1,1,0,3,0,3,1,0,Mobile Developer
56.67961751,92.939415,58.4006922,62.4410362,72.14507862,65.55499273,61.68883356,83.98913434,69.23471645,6,3.130256065,4,8.408187594,9.146300675,1,0,3,0,4,3,3,1,0,1,0,Mobile Developer
71.92861815,87.82809607,79.71063313,59.28485067,83.99523919,74.30254568,54.3385098,58.8040954,87.169159,5,9.767097889,0,8.844723732,5.278750217,1,1,4,4,0,3,2,1,1,0,1,Mobile Developer
88.8252094,83.52659974,72.29362089,88.44813049,82.20251346,83.78630078,91.5746326,52.53705491,53.23635975,9,3.749201404,2,8.156116267,4.947485794,1,0,2,4,3,3,2,0,3,1,0,Mobile Developer
92.78611951,72.82866197,68.48114603,80.6207981,86.19482891,71.97979408,75.45645689,88.34193481,91.76268131,10,2.416447655,5,5.948776577,9.664170295,0,1,0,2,4,2,3,1,3,0,0,Mobile Developer
85.69246599,73.50834032,53.70788929,54.58389836,82.21657819,62.4786441,87.66996852,94.8614915,91.29135633,6,5.381506557,2,6.042952664,9.886299274,1,0,3,0,3,2,0,0,3,0,1,Mobile Developer
75.37282089,86.08551436,71.95848522,92.56255685,72.62033994,56.31989375,53.38240046,83.59263604,73.13275469,4,1.522185324,1,3.53294028,6.114949782,1,0,1,2,3,2,0,0,3,0,1,Mobile Developer
78.65212241,86.74942087,90.22310447,79.72134772,53.68980694,89.58242624,75.68277756,59.72270448,66.84372617,6,8.014704475,1,8.365886099,3.023183676,1,1,5,4,5,3,1,0,1,0,0,Mobile Developer
87.98191317,76.72414177,98.70568239,89.469642,95.85270615,94.51421701,94.66274535,78.53224063,67.14843636,8,2.949624239,2,6.633350434,4.373381856,1,1,2,2,0,0,1,1,1,0,1,Mobile Developer
94.82063753,50.08439487,51.68244643,98.11000927,67.36693244,68.85601901,72.24186469,85.32221307,98.04018721,9,9.392675606,5,9.637531237,9.210975155,0,1,4,4,3,4,2,1,3,1,0,Mobile Developer
51.70484126,96.6038945,99.23396196,81.74068113,94.59173172,52.15176621,54.74208525,65.08920686,88.50598661,8,9.881921347,5,7.039896189,5.472327789,1,0,1,5,3,0,1,0,1,0,0,Mobile Developer
51.15073197,61.21177884,70.61305982,86.8133678,81.65314658,59.58848084,94.18526156,58.24436299,71.12306524,4,1.128338078,3,8.150869276,7.672164933,0,1,3,2,4,2,2,0,0,1,0,Mobile Developer
88.57712921,92.39758542,95.25076155,98.11283001,82.86722817,53.52532827,76.57911753,54.75392479,50.72060258,8,7.307111571,4,8.257875837,2.148410418,1,0,5,5,3,2,0,0,0,1,1,Mobile Developer
86.35929941,81.24032282,84.62864837,85.90994671,95.95658212,63.30908066,90.93747216,80.13750921,91.42704668,8,1.714355785,0,6.170236564,7.624417132,0,1,1,0,5,3,1,0,0,0,0,Mobile Developer
55.28416019,76.14036431,73.85534655,85.42499471,50.46250464,65.75755385,80.39534034,78.23548294,60.08996367,6,7.116169433,3,1.340464097,5.566153699,1,0,4,5,3,4,3,1,2,0,0,Mobile Developer
83.93828744,86.72280723,54.6514146,97.79383567,63.49869908,58.8118771,94.45093551,86.44367632,87.6000866,4,4.426198278,4,9.489400556,7.154999021,1,0,0,2,5,1,3,1,2,1,1,Design & UX
84.4778691,87.52471876,74.25961174,88.14711393,60.50910929,58.88647316,78.53279019,78.55819233,82.26906471,7,1.164858028,1,2.992365701,3.334170658,0,1,3,4,4,3,1,0,0,0,1,Design & UX
75.71873206,61.63506174,57.91809025,84.36921184,92.47383944,78.91400283,73.40566111,76.86112773,67.74426541,9,3.431220512,1,8.585756155,9.408503303,0,1,4,2,4,4,2,1,2,0,0,Design & UX
64.84644568,91.5742174,68.83204048,86.36117823,87.89436001,88.08386599,84.21569171,82.82904061,50.56963008,5,7.651240964,0,7.267141307,5.308195498,0,0,2,4,0,4,3,1,0,1,1,Design & UX
67.89228943,57.54795794,86.67621708,84.85041996,94.26276821,74.64369619,74.75129416,65.02718571,97.11548446,9,5.712652928,4,8.508102374,3.777832244,0,1,0,2,3,4,4,1,3,0,1,Design & UX
88.60538992,65.6852873,55.73999663,63.09094432,68.8566181,78.00390425,99.27186156,93.96178506,80.65275834,10,4.958307734,2,5.132130724,9.74880365,0,0,5,4,2,4,1,1,2,1,0,Design & UX
96.05592366,94.50467639,71.55236984,68.94521652,57.20953795,91.0611765,55.28992227,50.08165722,98.43897163,8,1.314993345,4,4.021433834,3.383760268,1,1,5,5,3,2,0,1,1,1,0,Design & UX
55.47754363,54.25164673,53.55697821,79.35005891,61.43179338,70.56263233,94.6606685,79.2927965,60.4442565,8,9.706823884,4,2.916390562,2.479022598,0,0,2,2,4,3,1,0,3,1,0,Design & UX
56.84099139,94.14578281,59.19128327,99.36358857,61.33223154,89.65885685,84.71934968,99.04467703,56.80410727,8,2.197587937,4,4.277782208,1.242471498,1,1,5,4,4,3,0,0,3,0,1,Design & UX
90.24780904,52.64981083,62.06217891,77.86664141,65.70863029,74.09274483,93.45285765,95.66156702,82.20415872,4,4.319924066,0,1.977769338,3.446760615,1,0,0,5,0,4,2,0,3,0,1,Design & UX
94.67779501,81.35584188,84.45739703,69.81809214,77.32333223,76.47154304,76.85437806,54.89624019,94.75863368,7,1.98807551,1,7.060624192,5.315304377,0,1,4,1,3,2,3,1,0,1,0,Design & UX
93.87843059,66.92744126,68.85084355,97.10755466,85.25826516,54.6413797,64.75972126,85.08924292,83.60910817,8,3.387410182,2,5.021501357,2.684561389,1,0,1,2,0,0,4,1,1,1,0,Design & UX
52.70267087,78.27649039,55.42839068,63.55779134,98.26932543,90.16209223,75.92111555,52.47610329,86.63266925,6,4.555098416,0,2.720168536,3.511216742,0,0,0,1,3,4,0,1,2,0,1,Design & UX
73.02906155,66.87216632,90.46126931,63.60436322,96.73714468,58.48272018,91.95707444,72.64363929,50.6414548,6,1.941361909,3,5.905880696,9.106212131,0,0,2,1,2,2,3,0,0,1,1,Design & UX
78.94928494,67.79823382,99.18011195,73.87651961,99.98838469,86.28504897,68.75504597,65.52899961,64.15055489,7,7.432514987,3,4.277880108,1.386667665,0,1,0,1,1,4,1,0,0,0,0,Design & UX
94.22799015,78.31761118,98.88393838,77.43712064,68.2851422,60.56678371,97.99629355,66.61397631,69.65259633,6,7.458850245,4,7.484615329,1.625129171,1,0,4,5,2,2,1,0,0,1,1,Design & UX
54.10485298,85.82888283,68.94137922,84.66365954,54.59303191,86.78980465,74.52302162,71.52305897,67.08337045,5,8.531546011,1,1.368041842,1.647013177,0,0,5,2,5,1,2,1,2,0,1,Design & UX
85.64711551,90.65548482,67.60073051,95.15793792,75.88175996,72.75391157,95.97441264,82.39685626,76.07440568,10,1.613564265,3,6.654609454,1.407403265,1,1,2,0,4,1,4,1,2,1,0,Design & UX
85.27546186,68.8344288,74.24750666,71.80367005,61.64890907,53.28120387,50.238834,58.86687167,85.00815326,8,2.358415096,0,8.284368286,3.683447922,1,1,5,4,4,3,1,1,0,0,0,Design & UX
93.78379773,62.49393781,87.79050607,68.5054438,69.01530055,84.97369675,68.05326788,64.6294277,76.13547441,5,7.908529084,4,4.572328171,1.695167539,1,0,0,2,4,2,1,0,3,0,0,Design & UX
60.94103789,54.60424604,78.75742827,60.25305948,85.28838161,63.17745485,93.90062776,65.65547761,50.96170242,4,6.506112722,2,4.557854352,3.485034644,1,1,4,4,5,4,2,0,3,1,1,Design & UX
55.31492712,83.01087969,66.82145504,78.81773226,79.43179201,88.91966215,75.86515673,96.22522858,93.22761068,8,1.04324685,3,2.615402761,4.439764229,1,0,3,3,4,2,0,0,1,0,1,Design & UX
58.28927387,99.26390847,50.48427223,89.44641712,82.37357568,71.61781729,58.37343076,76.04090056,97.62457902,10,2.611459871,2,6.446938036,9.476716986,0,1,5,0,3,3,0,1,1,1,0,Design & UX
87.54334619,82.35935229,79.56022707,97.81754746,87.7317663,57.15709176,86.47029847,80.31353214,86.39061093,6,6.946436619,3,8.951830979,8.361039851,1,0,0,2,5,2,0,0,3,1,1,Design & UX
70.80401533,55.62190482,67.00598602,96.16920541,74.33955431,68.04095934,64.96528763,87.43187483,62.51228959,8,8.622075077,4,1.101451474,2.373180476,0,1,2,4,2,0,4,0,3,0,1,Design & UX
63.55633381,85.83728684,57.78360247,63.16829908,52.45656465,89.74090931,90.4224691,98.50416494,92.58813697,5,1.090183846,2,3.982853923,1.742299795,0,0,0,5,3,4,0,1,3,0,1,Design & UX
52.44902898,58.80157312,94.49927251,66.80951543,85.79417183,81.02767322,57.06270642,66.05116105,53.17438223,9,5.692435514,5,8.707560952,5.341822347,0,0,3,4,5,3,0,1,0,0,1,Design & UX
76.93956234,86.77494698,95.89419577,89.40612632,53.46563993,74.22552073,60.84633996,92.51914255,86.82573929,8,3.22926875,3,1.039876351,4.055969264,1,1,3,4,5,1,2,0,0,1,1,Design & UX
52.869007,78.94466771,61.03871166,85.63071896,70.11343882,87.65855443,86.38301058,64.49823023,80.09763109,9,9.338548199,0,4.134343435,2.658520446,0,1,0,1,2,2,3,1,2,1,1,Design & UX
59.39970479,85.65195489,54.98774778,50.90092119,66.99314179,68.85939837,85.35342008,83.82031816,92.89933867,5,4.740915222,3,5.942438908,1.541080747,1,1,4,5,5,4,4,1,3,0,1,Design & UX
91.43753549,99.37986639,78.11800843,84.7129176,79.68313016,59.01924287,79.42089977,60.64229886,56.19294413,10,9.185635163,2,4.825243206,5.758759835,1,0,0,3,1,2,0,1,2,1,0,Design & UX
85.42440273,60.56788448,55.00190482,71.84304936,97.13950755,63.49745573,84.07482771,92.80105753,50.58589808,10,1.591958409,2,4.598143233,4.086287952,0,0,3,2,5,4,3,1,2,1,1,Design & UX
60.30814767,61.4095436,97.45456665,58.2179237,50.58470006,89.93514258,55.61738879,58.63472946,91.73246125,8,6.176786253,0,2.081592664,2.17253071,0,0,2,3,1,4,1,1,0,0,0,Design & UX
73.37348185,93.99654305,98.33746517,88.80368229,83.74551323,93.28802244,59.03705171,99.71882805,80.86284689,8,1.372574745,2,9.485288387,3.132780532,0,0,2,5,5,2,3,1,2,0,0,Design & UX
95.92021478,63.2433108,81.34931208,63.1593221,84.08779671,99.9627333,85.91475253,66.23921369,97.00186247,8,6.859997067,2,2.72000124,8.178739271,0,0,5,4,4,4,4,0,3,1,0,Design & UX
76.80675513,79.85252256,54.14501503,68.46330915,82.6404056,68.90819678,88.23186008,81.91389545,68.9301127,9,6.143625569,5,8.653937662,3.52441294,0,1,0,2,1,4,3,1,0,0,1,Design & UX
97.2038464,75.84442928,80.596624,62.7565957,58.62015234,62.26183472,64.09544264,84.62784287,92.68604847,6,8.522299991,5,6.83613821,7.686681842,0,0,2,2,2,4,2,1,3,0,0,Design & UX
79.57710756,77.50199877,89.7834377,87.86142738,72.82319779,56.91299115,94.21461025,87.79293258,94.12587171,9,3.190440197,1,6.672922004,1.816285087,0,0,0,0,0,1,0,0,2,1,0,Design & UX
83.10665941,58.83634,69.34334148,91.68476445,98.29523602,81.3187615,63.80055598,72.18370259,56.35073112,10,3.124478322,0,5.925207973,4.729672596,0,0,3,2,3,4,2,1,2,0,0,Design & UX
85.93763064,53.20268822,86.0462016,52.31328918,74.93757356,88.24214918,97.0302796,88.66680524,83.15550989,6,3.20095216,4,3.656338666,1.004374386,1,0,4,1,1,2,0,1,1,0,0,Design & UX
92.44611596,70.64295254,77.87420333,98.77812718,90.17355964,88.84461604,71.53484232,74.50125943,76.62747945,9,3.62459984,5,8.728781274,2.768167866,0,1,1,0,5,4,2,1,2,1,1,Design & UX
62.34728382,52.27609947,54.36615058,63.27088307,50.19754895,92.28577111,63.13472144,95.66592629,81.42769379,4,1.30297875,1,4.277325557,1.114041422,0,1,4,5,4,2,1,0,3,1,0,Design & UX
89.75277367,67.92903368,97.10993399,81.88085211,52.96404911,61.72894159,85.62993221,52.29312421,84.77837485,6,2.818477693,5,6.552746637,4.983280154,0,1,4,2,0,3,2,1,3,1,1,Design & UX
70.49156571,64.26907473,74.63644536,59.42910328,87.49721918,69.35939202,63.13459527,75.31562359,77.66912309,5,8.576161913,0,4.24049432,7.615091645,0,1,1,0,4,0,2,0,0,1,1,Design & UX
68.89717475,62.17659009,96.63036568,86.01343074,57.25615112,95.63826613,81.4314104,81.85969413,94.88534274,9,7.774731094,3,4.084173702,5.636268445,1,0,1,0,2,3,1,1,2,1,0,Design & UX
84.21934688,69.96961767,60.01943972,73.3904837,80.63459939,83.1065957,54.77303377,70.95114228,61.81339574,10,1.864254599,4,4.040874375,8.762113755,0,1,4,4,3,0,1,1,1,0,0,Design & UX
82.60925731,63.29248461,70.60545983,98.42367962,66.71215761,51.53444309,82.70369145,59.81694121,77.73968013,5,5.400757224,1,1.452149357,2.703907044,1,0,0,5,4,1,4,0,0,0,0,Design & UX
58.25568294,56.45552376,76.45121416,64.77224256,72.51752812,54.94871061,76.45972959,55.21616767,62.28009407,9,9.790435637,2,9.413636316,2.707750858,1,1,0,5,0,3,0,1,2,1,1,Design & UX
51.90750446,74.71830907,75.66969083,82.03482404,90.36227029,76.61998112,65.21447297,67.11231754,67.49741523,8,2.836313742,4,6.258114414,2.972174971,1,1,1,2,5,3,4,0,0,0,1,Design & UX
61.67426982,82.64279531,90.19134226,94.98437648,64.07578234,97.35478154,53.52083311,60.60189587,67.94335475,5,4.835122413,2,5.126422304,1.603071792,0,1,5,3,2,4,4,1,2,1,0,Design & UX
83.24379948,93.30951101,69.80313384,87.24577671,64.969633,53.0802011,89.93247213,83.86915078,66.62394255,7,1.171097543,1,2.231763202,4.796342856,0,1,1,1,4,3,2,1,1,0,1,QA Engineer
75.2665964,93.23107774,75.11074071,55.59139628,62.78959222,50.58591459,85.30443492,56.3282183,97.8184209,8,1.717871087,4,1.149569511,7.771992216,1,1,4,5,2,2,0,1,0,1,1,QA Engineer
71.17277464,65.862653,74.05395619,98.31395678,86.59744031,78.46271297,68.27351798,82.15104615,93.36048214,10,9.779036961,0,5.918101068,4.613311276,0,0,3,2,1,1,2,0,2,1,1,QA Engineer
98.20244346,53.32650332,71.68930619,78.04731142,78.85153633,74.35698216,81.78682691,63.76372555,70.96843212,9,5.319122073,3,8.687891068,8.659853123,1,0,1,3,3,0,4,1,0,0,0,QA Engineer
81.80988913,90.99937583,63.45700085,98.58349336,97.97562876,62.4948474,67.04742829,84.67900289,58.87090111,6,7.020980456,3,6.739638144,5.284125856,0,0,3,0,0,4,0,0,2,1,1,QA Engineer
71.79956987,52.16835283,82.0203978,51.07257263,79.8656009,89.70147184,93.89799887,59.53336284,56.09302072,7,7.860456429,5,8.01475272,6.617612507,1,0,2,3,5,0,2,0,1,1,1,QA Engineer
61.63161077,61.08332597,71.77690573,66.68560264,59.28349326,71.24694698,91.4581495,57.48870069,76.1402275,4,9.267899864,0,9.141016634,6.428581447,1,1,5,2,3,3,2,1,0,1,1,QA Engineer
88.80342424,76.50711146,69.21214024,90.38249196,53.66576384,80.20789305,85.23063788,53.98117057,68.20816463,10,6.625086812,5,4.785413234,3.392481644,0,1,2,4,1,1,1,0,0,1,1,QA Engineer
55.20375659,95.52662519,53.96566099,70.81446976,83.76209944,90.14523854,50.26064645,58.0504155,74.09270565,5,4.559386173,3,3.947955775,7.294332041,1,0,5,5,4,1,1,0,2,0,0,QA Engineer
95.62769773,86.93946786,52.79499124,65.16483024,71.8850339,74.58255269,85.89056349,51.86980676,62.0839838,10,3.138217772,5,4.028224165,4.202144226,0,1,2,3,2,2,4,0,0,1,1,QA Engineer
65.75111816,82.9744908,74.09697672,87.51201408,74.22053832,67.97105279,67.15593784,67.5074056,97.08359398,8,6.112817567,2,8.369114326,7.55548692,0,1,3,3,2,3,0,0,2,1,0,QA Engineer
76.50334993,93.70299698,74.8661156,54.90275228,64.14059232,71.35218456,74.92785886,58.55714243,72.66506437,10,3.64780278,3,1.151728856,1.248042176,1,0,5,4,3,1,0,0,1,0,1,QA Engineer
79.17515531,85.38937315,83.15531309,92.4037821,69.55721276,69.68006438,72.31541413,81.9732905,65.06457431,10,5.311086512,2,8.724131356,8.502948127,1,1,0,3,1,2,4,0,1,0,0,QA Engineer
55.09023604,58.67008208,52.13998364,51.55735186,57.1115674,52.09976429,95.53606101,69.44627152,55.25757284,4,2.839359105,0,8.747039042,2.385352299,0,1,2,2,3,1,0,0,0,1,1,QA Engineer
58.60417996,98.80413125,62.96390355,61.36084065,54.57290484,59.46094945,90.78688097,70.79462158,90.31689563,9,3.005441874,3,1.9040689,6.6283119,0,1,1,3,3,4,0,1,3,1,0,QA Engineer
59.32323658,98.26510552,73.8719912,83.65215194,74.09318553,79.59861255,80.59863903,90.08379257,68.51782958,4,6.342308612,4,7.957437712,5.705448142,0,0,4,1,2,3,1,0,0,1,1,QA Engineer
87.45613537,69.20829149,82.00586713,98.92383977,88.88887365,98.4179013,88.58718325,94.0286107,58.7241372,4,3.167238474,0,9.73502221,4.631579051,1,0,1,2,0,0,2,0,1,0,0,QA Engineer
88.75796824,68.72169227,88.78931567,96.82042999,72.91591556,92.8285562,73.46575944,88.50656827,75.74926372,9,4.267617602,3,7.511845995,4.79219162,1,1,0,1,1,0,2,1,2,0,1,QA Engineer
95.73327195,75.78696306,96.21895723,52.37647811,59.71627824,66.90393593,96.52294985,76.08923701,61.66908283,9,1.322967701,5,2.468822173,4.214618752,0,0,5,3,5,3,2,0,0,0,1,QA Engineer
57.54229582,68.82829457,91.42465281,50.46117119,57.01666964,95.1972287,92.64739488,80.67412207,74.74657363,7,2.317273479,1,5.902987229,1.354249538,1,0,0,0,2,3,2,1,0,1,1,QA Engineer
81.60473469,92.25037047,87.95236586,79.14475107,94.81275349,96.25922717,62.88481152,69.18568302,68.01785638,5,1.116789764,1,7.688627414,7.371382184,0,1,2,1,3,2,3,0,2,0,1,QA Engineer
95.13591279,71.93726499,77.5247516,98.92012693,92.67177095,91.39154731,54.11381788,59.00535123,85.84698308,10,2.932464937,4,4.298169131,3.61122142,0,0,4,4,5,1,2,0,0,0,1,QA Engineer
98.27533865,61.32380786,84.54699252,70.56739312,71.25088987,76.15833982,90.49194795,78.84938272,76.00660108,8,9.513933733,4,5.393454384,3.64870775,0,1,0,1,2,1,0,1,0,1,1,QA Engineer
95.07201335,77.54953652,76.3156667,77.36404275,70.49860341,77.44918025,59.1236339,55.86181447,53.02084374,8,9.512873139,3,7.45013982,1.423044324,0,0,2,1,5,4,1,1,1,0,0,QA Engineer
52.0601068,57.35302876,70.06510407,74.07538001,63.95193722,75.88399897,70.16660327,97.33953981,92.37156725,4,5.851171728,4,3.392699391,8.097800103,0,1,4,5,2,0,0,1,0,1,1,QA Engineer
53.9212974,85.44542154,62.80225268,79.18758325,79.28296137,65.96654661,58.81799858,80.37032506,77.10749919,4,6.902023511,4,3.267091461,1.583326164,1,1,5,0,1,4,4,1,0,1,0,QA Engineer
52.93551312,94.12534972,79.96215477,52.27193946,99.52863857,64.75234091,98.30046974,55.9751844,66.99745311,6,5.007554185,1,6.243919641,1.046095804,0,0,4,2,4,3,3,0,3,0,1,QA Engineer
75.45756935,76.26524037,90.81984766,92.94477331,69.10998068,82.95805174,98.38360456,61.79561325,92.63648013,9,3.897576469,3,7.437927867,4.287437965,0,0,0,1,3,2,0,1,3,0,1,QA Engineer
71.84957425,64.49131565,86.75176538,97.70448276,78.99796405,54.36262592,95.24810519,75.00625893,52.08537418,10,5.711519251,5,6.819370147,5.613093625,0,1,4,2,4,3,1,0,2,1,0,QA Engineer
82.21849871,53.43542241,87.27129985,50.14425827,72.52518578,69.53498276,60.20746841,59.96557488,99.59195427,7,6.529972294,0,4.280361293,8.041092394,0,0,0,2,4,4,1,1,3,0,0,QA Engineer
62.05869693,55.68058798,87.13106003,79.69066731,73.82129929,82.65129707,70.06419196,75.89652012,91.45185842,5,2.486001047,0,4.913866642,6.744417055,0,0,2,5,4,4,3,1,0,1,0,QA Engineer
85.31633603,53.31089474,76.17098033,98.55065066,80.84200523,61.65401496,73.40117099,70.61809176,79.38640012,8,9.50067661,5,4.405781926,9.849549199,1,0,3,4,4,1,2,1,1,1,1,QA Engineer
93.4983185,78.97434911,56.31099705,71.07100728,56.7176812,79.27316207,73.00936484,74.81938763,52.80463816,4,4.297391602,1,8.34813494,8.569011248,1,1,2,3,1,1,2,0,0,0,0,QA Engineer
80.19550634,61.78075237,59.97261211,95.03370115,65.10582651,94.27671584,70.8223311,55.12481108,73.26308773,10,3.657496059,2,3.024980367,5.908566007,0,0,1,4,4,3,4,0,0,1,1,QA Engineer
95.98464528,89.41756641,51.32606354,97.18251637,97.55614024,78.76914604,81.35718203,58.96562589,88.89701733,9,3.329534798,3,5.209397723,4.142457068,0,1,2,0,5,0,4,0,3,1,0,QA Engineer
67.16600832,69.10106214,82.91080833,67.34926626,82.99620701,85.03921526,77.33971767,59.31514146,72.21056362,10,6.656748665,2,6.092764067,8.595602172,1,0,5,4,4,4,3,1,0,1,1,QA Engineer
86.31518946,53.98610726,79.50387303,58.06090741,57.34069245,67.02379728,95.37437126,89.61346693,70.43502795,7,1.713887805,4,5.336267466,5.585973756,0,0,3,5,0,3,1,0,3,1,1,QA Engineer
61.12632267,52.74678736,81.42321575,98.89783719,61.96351583,65.98033283,57.49473957,53.97659527,92.42156865,10,6.13174948,4,2.397160962,9.838004844,1,1,5,0,0,1,3,0,2,0,0,QA Engineer
51.08194466,55.13019576,89.48670553,68.03359401,60.92404445,73.93724347,63.58154696,66.23428788,87.61672795,9,2.194102526,1,1.5248748,7.752220229,0,0,5,5,4,0,0,0,0,0,1,QA Engineer
87.08481178,62.71275276,62.58155714,73.24318803,77.0644842,77.16255755,83.62371849,88.73480807,86.14974673,7,6.946694851,1,2.381017738,4.412851249,0,1,5,0,3,2,0,0,3,0,1,QA Engineer
91.57907706,95.26245128,63.0817278,71.45970921,72.2642222,50.54737999,57.45664297,72.87664522,54.06929622,7,8.118917964,2,5.875180441,8.1863604,0,0,2,4,2,3,3,0,3,0,1,QA Engineer
79.33842284,87.11223201,76.88865368,66.17906331,60.35350406,93.24809694,67.51392133,55.93915013,81.68711972,5,8.468047252,1,9.334451722,8.54990244,1,0,0,1,5,3,4,1,0,0,0,QA Engineer
77.69338777,97.17092294,96.33662658,89.86260679,64.36631705,64.28366322,97.96372793,87.32478187,78.79677305,5,3.807550721,1,8.472018655,1.426477788,1,0,3,3,0,1,1,0,0,0,0,QA Engineer
75.51823096,67.83290821,73.88360705,78.37564359,98.09884423,90.43606317,78.87338165,95.25372597,51.68191199,8,2.209499036,4,4.389314855,4.890996155,0,1,4,2,1,3,0,0,1,0,0,QA Engineer
67.04282175,79.21230706,94.52709124,52.73037617,64.01140085,72.02462117,50.78255499,91.22838297,93.15622149,6,5.417794921,1,3.697584524,4.332895916,0,1,0,3,0,2,1,1,1,0,1,QA Engineer
91.34901831,50.12745724,76.25698482,59.65573275,68.66311759,73.64843222,86.30693439,71.00052185,65.92557006,6,7.007434999,3,5.439085275,6.84200741,1,0,0,5,1,1,2,1,2,0,1,QA Engineer
68.44573313,59.70700654,71.12829711,66.26234962,82.95865105,69.37261931,71.34863891,50.00533809,56.75821027,5,3.598548744,5,3.730517441,2.369915516,1,0,2,4,0,4,2,0,0,0,1,QA Engineer
94.52179389,63.13206212,73.66579802,91.5682169,79.79044784,79.6079166,87.16983372,58.55052569,72.42486966,9,3.605565372,2,4.944903523,9.120858185,1,1,2,4,5,1,1,0,3,0,0,QA Engineer
74.65826285,52.95221118,72.39932637,99.08589337,93.45446123,58.15117518,78.14518261,61.90023405,50.17834953,5,4.378520526,2,2.30273596,7.018171911,1,0,0,3,3,3,4,0,3,0,0,QA Engineer
70.94997845,76.09552204,96.86372405,55.68483768,76.27847228,75.55641285,90.82569405,82.52499294,70.91963403,5,1.020718688,0,1.209504579,7.77227601,1,0,1,3,2,0,3,1,3,1,1,QA Engineer
77.26635217,51.37873148,66.87911992,78.46945738,54.3161896,55.85558494,84.1608933,60.08202349,70.43589127,7,1.392032267,0,2.012284458,4.889308063,0,1,5,5,2,2,4,1,1,1,1,Full Stack Developer
74.91506002,63.62187958,95.72135073,80.55760716,71.14177329,54.3490478,88.80846924,56.52451616,77.73983364,5,3.201287842,3,1.899328739,4.589538446,0,0,3,0,2,1,3,1,1,1,1,Full Stack Developer
60.52881937,71.24174521,58.45877031,77.4205412,88.79547053,83.77309565,88.920909,61.20005082,85.36313171,4,3.699706028,4,3.801869978,4.524620469,0,0,0,2,0,2,3,1,0,1,0,Full Stack Developer
57.34598884,91.96731613,92.08107742,85.55728274,77.70913697,96.51575805,60.86188407,95.28239265,98.72696934,8,5.571874682,3,2.635565617,5.609625486,0,0,0,3,3,1,3,1,0,1,0,Full Stack Developer
